"Line","BoardingTime","PassengerCount"
"TCD49","2019-12-18T13:00",102
"TCD49A","2019-12-18T13:00",131
"TCP45","2019-12-18T13:00",151
"TK36","2019-12-18T13:00",135
"TL94","2019-12-18T13:00",119
"UC11","2019-12-18T13:00",336
"UC32","2019-12-18T13:00",117
"VC53","2019-12-18T13:00",95
"VC57","2019-12-18T13:00",169
"VC59","2019-12-18T13:00",138
"VF01","2019-12-18T13:00",481
"VF02","2019-12-18T13:00",257
"VF63","2019-12-18T13:00",97
"VF66","2019-12-18T13:00",238
"VL13","2019-12-18T13:00",138
"VL13A","2019-12-18T13:00",208
"VML54","2019-12-18T13:00",70
"VML55A","2019-12-18T13:00",76
"VS18","2019-12-18T13:00",265
"511","2019-12-18T13:30",94
"AC03","2019-12-18T13:30",184
"AF04","2019-12-18T13:30",111
"AF04A","2019-12-18T13:30",115
"CV14","2019-12-18T13:30",357
"CV47","2019-12-18T13:30",199
"CV48","2019-12-18T13:30",100
"CV67","2019-12-18T13:30",100
"DC15","2019-12-18T13:30",182
"DC15A","2019-12-18T13:30",251
"FL82","2019-12-18T13:30",136
"GM24","2019-12-18T13:30",89
"KC06","2019-12-18T13:30",718
"KC33","2019-12-18T13:30",106
"KC35","2019-12-18T13:30",104
"KC35A","2019-12-18T13:30",87
"KF52","2019-12-18T13:30",96
"KL08","2019-12-18T13:30",760
"KM61","2019-12-18T13:30",148
"KPZ83","2019-12-18T13:30",167
"LC07","2019-12-18T13:30",435
"LC07A","2019-12-18T13:30",203
"LF09","2019-12-18T13:30",497
"LF10","2019-12-18T13:30",607
"MC12","2019-12-18T13:30",219
"MF40","2019-12-18T13:30",321
"ML22","2019-12-18T13:30",75
"MZ78","2019-12-18T13:30",164
"TB72","2019-12-18T13:30",163
"TC16","2019-12-18T13:30",226
"TC16A","2019-12-18T13:30",155
"TC93","2019-12-18T13:30",147
"TCD49","2019-12-18T13:30",85
"TCD49A","2019-12-18T13:30",153
"TCP45","2019-12-18T13:30",158
"TK36","2019-12-18T13:30",145
"TL94","2019-12-18T13:30",125
"UC11","2019-12-18T13:30",330
"UC32","2019-12-18T13:30",180
"VC53","2019-12-18T13:30",202
"VC57","2019-12-18T13:30",182
"VC59","2019-12-18T13:30",101
"VF01","2019-12-18T13:30",488
"VF02","2019-12-18T13:30",298
"VF63","2019-12-18T13:30",120
"VF66","2019-12-18T13:30",281
"VL13","2019-12-18T13:30",188
"VL13A","2019-12-18T13:30",213
"VML54","2019-12-18T13:30",88
"VML55A","2019-12-18T13:30",69
"VS18","2019-12-18T13:30",294
"511","2019-12-18T14:00",101
"AC03","2019-12-18T14:00",197
"AF04","2019-12-18T14:00",67
"AF04A","2019-12-18T14:00",144
"CV14","2019-12-18T14:00",266
"CV47","2019-12-18T14:00",217
"CV48","2019-12-18T14:00",88
"CV67","2019-12-18T14:00",113
"DC15","2019-12-18T14:00",218
"DC15A","2019-12-18T14:00",262
"FL82","2019-12-18T14:00",168
"GM24","2019-12-18T14:00",100
"KC06","2019-12-18T14:00",759
"KC33","2019-12-18T14:00",125
"KC35","2019-12-18T14:00",90
"KC35A","2019-12-18T14:00",87
"KF52","2019-12-18T14:00",86
"KL08","2019-12-18T14:00",755
"KM61","2019-12-18T14:00",151
"KPZ83","2019-12-18T14:00",162
"LC07","2019-12-18T14:00",410
"LC07A","2019-12-18T14:00",214
"LF09","2019-12-18T14:00",511
"LF10","2019-12-18T14:00",593
"MC12","2019-12-18T14:00",167
"MF40","2019-12-18T14:00",312
"ML22","2019-12-18T14:00",87
"MZ78","2019-12-18T14:00",107
"TB72","2019-12-18T14:00",199
"TC16","2019-12-18T14:00",188
"TC16A","2019-12-18T14:00",119
"TC93","2019-12-18T14:00",113
"TCD49","2019-12-18T14:00",96
"TCD49A","2019-12-18T14:00",156
"TCP45","2019-12-18T14:00",126
"TK36","2019-12-18T14:00",130
"TL94","2019-12-18T14:00",137
"UC11","2019-12-18T14:00",389
"UC32","2019-12-18T14:00",170
"VC53","2019-12-18T14:00",96
"VC57","2019-12-18T14:00",213
"VC59","2019-12-18T14:00",135
"VF01","2019-12-18T14:00",536
"VF02","2019-12-18T14:00",292
"VF63","2019-12-18T14:00",135
"VF66","2019-12-18T14:00",282
"VL13","2019-12-18T14:00",176
"VL13A","2019-12-18T14:00",167
"VML54","2019-12-18T14:00",78
"VML55A","2019-12-18T14:00",86
"VS18","2019-12-18T14:00",264
"511","2019-12-18T14:30",105
"AC03","2019-12-18T14:30",170
"AF04","2019-12-18T14:30",85
"AF04A","2019-12-18T14:30",81
"CV14","2019-12-18T14:30",230
"CV47","2019-12-18T14:30",165
"CV48","2019-12-18T14:30",110
"CV67","2019-12-18T14:30",150
"DC15","2019-12-18T14:30",280
"DC15A","2019-12-18T14:30",260
"FL82","2019-12-18T14:30",157
"GM24","2019-12-18T14:30",112
"KC06","2019-12-18T14:30",637
"KC33","2019-12-18T14:30",102
"KC35","2019-12-18T14:30",99
"KC35A","2019-12-18T14:30",117
"KF52","2019-12-18T14:30",159
"KL08","2019-12-18T14:30",711
"KM61","2019-12-18T14:30",201
"KPZ83","2019-12-18T14:30",118
"LC07","2019-12-18T14:30",447
"LC07A","2019-12-18T14:30",201
"LF09","2019-12-18T14:30",523
"LF10","2019-12-18T14:30",636
"MC12","2019-12-18T14:30",223
"MF40","2019-12-18T14:30",301
"ML22","2019-12-18T14:30",118
"MZ78","2019-12-18T14:30",120
"TB72","2019-12-18T14:30",194
"TC16","2019-12-18T14:30",181
"TC16A","2019-12-18T14:30",140
"TC93","2019-12-18T14:30",148
"TCD49","2019-12-18T14:30",142
"TCD49A","2019-12-18T14:30",165
"TCP45","2019-12-18T14:30",158
"TK36","2019-12-18T14:30",93
"TL94","2019-12-18T14:30",89
"UC11","2019-12-18T14:30",250
"UC32","2019-12-18T14:30",166
"VC53","2019-12-18T14:30",177
"VC57","2019-12-18T14:30",185
"VC59","2019-12-18T14:30",162
"VF01","2019-12-18T14:30",562
"VF02","2019-12-18T14:30",326
"VF63","2019-12-18T14:30",130
"VF66","2019-12-18T14:30",273
"VL13","2019-12-18T14:30",167
"VL13A","2019-12-18T14:30",195
"VML54","2019-12-18T14:30",99
"VML55A","2019-12-18T14:30",85
"VS18","2019-12-18T14:30",236
"511","2019-12-18T15:00",153
"AC03","2019-12-18T15:00",201
"AF04","2019-12-18T15:00",128
"AF04A","2019-12-18T15:00",101
"CV14","2019-12-18T15:00",303
"CV47","2019-12-18T15:00",236
"CV48","2019-12-18T15:00",138
"CV67","2019-12-18T15:00",121
"DC15","2019-12-18T15:00",286
"DC15A","2019-12-18T15:00",281
"FL82","2019-12-18T15:00",221
"GM24","2019-12-18T15:00",89
"KC06","2019-12-18T15:00",754
"KC33","2019-12-18T15:00",146
"KC35","2019-12-18T15:00",93
"KC35A","2019-12-18T15:00",127
"KF52","2019-12-18T15:00",131
"KL08","2019-12-18T15:00",745
"KM61","2019-12-18T15:00",209
"KPZ83","2019-12-18T15:00",131
"LC07","2019-12-18T15:00",452
"LC07A","2019-12-18T15:00",277
"LF09","2019-12-18T15:00",604
"LF10","2019-12-18T15:00",640
"MC12","2019-12-18T15:00",208
"MF40","2019-12-18T15:00",311
"ML22","2019-12-18T15:00",138
"MZ78","2019-12-18T15:00",169
"TB72","2019-12-18T15:00",296
"TC16","2019-12-18T15:00",235
"TC16A","2019-12-18T15:00",179
"TC93","2019-12-18T15:00",111
"TCD49","2019-12-18T15:00",100
"TCD49A","2019-12-18T15:00",173
"TCP45","2019-12-18T15:00",199
"TK36","2019-12-18T15:00",157
"TL94","2019-12-18T15:00",97
"UC11","2019-12-18T15:00",368
"UC32","2019-12-18T15:00",189
"VC53","2019-12-18T15:00",125
"VC57","2019-12-18T15:00",215
"VC59","2019-12-18T15:00",132
"VF01","2019-12-18T15:00",482
"VF02","2019-12-18T15:00",323
"VF63","2019-12-18T15:00",136
"VF66","2019-12-18T15:00",271
"VL13","2019-12-18T15:00",232
"VL13A","2019-12-18T15:00",222
"VML54","2019-12-18T15:00",113
"VML55A","2019-12-18T15:00",134
"VS18","2019-12-18T15:00",343
"511","2019-12-18T15:30",170
"AC03","2019-12-18T15:30",263
"AF04","2019-12-18T15:30",124
"AF04A","2019-12-18T15:30",150
"CV14","2019-12-18T15:30",433
"CV47","2019-12-18T15:30",218
"CV48","2019-12-18T15:30",148
"CV67","2019-12-18T15:30",119
"DC15","2019-12-18T15:30",567
"DC15A","2019-12-18T15:30",454
"FL82","2019-12-18T15:30",260
"GM24","2019-12-18T15:30",153
"KC06","2019-12-18T15:30",908
"KC33","2019-12-18T15:30",148
"KC35","2019-12-18T15:30",136
"KC35A","2019-12-18T15:30",191
"KF52","2019-12-18T15:30",221
"KL08","2019-12-18T15:30",990
"KM61","2019-12-18T15:30",342
"KPZ83","2019-12-18T15:30",242
"LC07","2019-12-18T15:30",485
"LC07A","2019-12-18T15:30",264
"LF09","2019-12-18T15:30",635
"LF10","2019-12-18T15:30",726
"MC12","2019-12-18T15:30",233
"MF40","2019-12-18T15:30",364
"ML22","2019-12-18T15:30",258
"MZ78","2019-12-18T15:30",214
"TB72","2019-12-18T15:30",304
"TC16","2019-12-18T15:30",208
"TC16A","2019-12-18T15:30",235
"TC93","2019-12-18T15:30",152
"TCD49","2019-12-18T15:30",127
"TCD49A","2019-12-18T15:30",219
"TCP45","2019-12-18T15:30",210
"TK36","2019-12-18T15:30",182
"TL94","2019-12-18T15:30",92
"UC11","2019-12-18T15:30",465
"UC32","2019-12-18T15:30",451
"VC53","2019-12-18T15:30",171
"VC57","2019-12-18T15:30",216
"VC59","2019-12-18T15:30",188
"VF01","2019-12-18T15:30",817
"VF02","2019-12-18T15:30",451
"VF63","2019-12-18T15:30",187
"VF66","2019-12-18T15:30",413
"VL13","2019-12-18T15:30",285
"VL13A","2019-12-18T15:30",383
"VML54","2019-12-18T15:30",249
"VML55A","2019-12-18T15:30",147
"VS18","2019-12-18T15:30",439
"511","2019-12-18T16:00",164
"AC03","2019-12-18T16:00",280
"AF04","2019-12-18T16:00",211
"AF04A","2019-12-18T16:00",192
"CV14","2019-12-18T16:00",361
"CV47","2019-12-18T16:00",290
"CV48","2019-12-18T16:00",116
"CV67","2019-12-18T16:00",130
"DC15","2019-12-18T16:00",445
"DC15A","2019-12-18T16:00",431
"FL82","2019-12-18T16:00",271
"GM24","2019-12-18T16:00",165
"KC06","2019-12-18T16:00",808
"KC33","2019-12-18T16:00",178
"KC35","2019-12-18T16:00",149
"KC35A","2019-12-18T16:00",136
"KF52","2019-12-18T16:00",172
"KL08","2019-12-18T16:00",832
"KM61","2019-12-18T16:00",250
"KPZ83","2019-12-18T16:00",195
"LC07","2019-12-18T16:00",514
"LC07A","2019-12-18T16:00",266
"LF09","2019-12-18T16:00",604
"LF10","2019-12-18T16:00",791
"MC12","2019-12-18T16:00",275
"MF40","2019-12-18T16:00",299
"ML22","2019-12-18T16:00",237
"MZ78","2019-12-18T16:00",216
"TB72","2019-12-18T16:00",245
"TC16","2019-12-18T16:00",300
"TC16A","2019-12-18T16:00",196
"TC93","2019-12-18T16:00",100
"TCD49","2019-12-18T16:00",200
"TCD49A","2019-12-18T16:00",147
"TCP45","2019-12-18T16:00",201
"TK36","2019-12-18T16:00",177
"TL94","2019-12-18T16:00",132
"UC11","2019-12-18T16:00",460
"UC32","2019-12-18T16:00",210
"VC53","2019-12-18T16:00",131
"VC57","2019-12-18T16:00",230
"VC59","2019-12-18T16:00",157
"VF01","2019-12-18T16:00",661
"VF02","2019-12-18T16:00",386
"VF63","2019-12-18T16:00",166
"VF66","2019-12-18T16:00",325
"VL13","2019-12-18T16:00",257
"VL13A","2019-12-18T16:00",352
"VML54","2019-12-18T16:00",134
"VML55A","2019-12-18T16:00",156
"VS18","2019-12-18T16:00",314
"511","2019-12-18T16:30",169
"AC03","2019-12-18T16:30",214
"AF04","2019-12-18T16:30",170
"AF04A","2019-12-18T16:30",156
"CV14","2019-12-18T16:30",385
"CV47","2019-12-18T16:30",185
"CV48","2019-12-18T16:30",109
"CV67","2019-12-18T16:30",142
"DC15","2019-12-18T16:30",355
"DC15A","2019-12-18T16:30",355
"FL82","2019-12-18T16:30",235
"GM24","2019-12-18T16:30",108
"KC06","2019-12-18T16:30",790
"KC33","2019-12-18T16:30",163
"KC35","2019-12-18T16:30",124
"KC35A","2019-12-18T16:30",199
"KF52","2019-12-18T16:30",153
"KL08","2019-12-18T16:30",755
"KM61","2019-12-18T16:30",270
"KPZ83","2019-12-18T16:30",171
"LC07","2019-12-18T16:30",504
"LC07A","2019-12-18T16:30",277
"LF09","2019-12-18T16:30",660
"LF10","2019-12-18T16:30",721
"MC12","2019-12-18T16:30",288
"MF40","2019-12-18T16:30",327
"ML22","2019-12-18T16:30",266
"MZ78","2019-12-18T16:30",183
"TB72","2019-12-18T16:30",268
"TC16","2019-12-18T16:30",274
"TC16A","2019-12-18T16:30",166
"TC93","2019-12-18T16:30",78
"TCD49","2019-12-18T16:30",145
"TCD49A","2019-12-18T16:30",169
"TCP45","2019-12-18T16:30",203
"TK36","2019-12-18T16:30",191
"TL94","2019-12-18T16:30",123
"UC11","2019-12-18T16:30",379
"UC32","2019-12-18T16:30",207
"VC53","2019-12-18T16:30",133
"VC57","2019-12-18T16:30",240
"VC59","2019-12-18T16:30",139
"VF01","2019-12-18T16:30",727
"VF02","2019-12-18T16:30",313
"VF63","2019-12-18T16:30",134
"VF66","2019-12-18T16:30",312
"VL13","2019-12-18T16:30",319
"VL13A","2019-12-18T16:30",317
"VML54","2019-12-18T16:30",135
"VML55A","2019-12-18T16:30",134
"VS18","2019-12-18T16:30",428
"511","2019-12-18T17:00",156
"AC03","2019-12-18T17:00",243
"AF04","2019-12-18T17:00",163
"AF04A","2019-12-18T17:00",243
"CV14","2019-12-18T17:00",348
"CV47","2019-12-18T17:00",181
"CV48","2019-12-18T17:00",200
"CV67","2019-12-18T17:00",163
"DC15","2019-12-18T17:00",343
"DC15A","2019-12-18T17:00",422
"FL82","2019-12-18T17:00",310
"GM24","2019-12-18T17:00",144
"KC06","2019-12-18T17:00",710
"KC33","2019-12-18T17:00",140
"KC35","2019-12-18T17:00",156
"KC35A","2019-12-18T17:00",128
"KF52","2019-12-18T17:00",207
"KL08","2019-12-18T17:00",877
"KM61","2019-12-18T17:00",238
"KPZ83","2019-12-18T17:00",154
"LC07","2019-12-18T17:00",480
"LC07A","2019-12-18T17:00",230
"LF09","2019-12-18T17:00",710
"LF10","2019-12-18T17:00",781
"MC12","2019-12-18T17:00",254
"MF40","2019-12-18T17:00",279
"ML22","2019-12-18T17:00",220
"MZ78","2019-12-18T17:00",179
"TB72","2019-12-18T17:00",286
"TC16","2019-12-18T17:00",293
"TC16A","2019-12-18T17:00",124
"TC93","2019-12-18T17:00",106
"TCD49","2019-12-18T17:00",184
"TCD49A","2019-12-18T17:00",216
"TCP45","2019-12-18T17:00",143
"TK36","2019-12-18T17:00",203
"TL94","2019-12-18T17:00",151
"UC11","2019-12-18T17:00",447
"UC32","2019-12-18T17:00",292
"VC53","2019-12-18T17:00",138
"VC57","2019-12-18T17:00",219
"VC59","2019-12-18T17:00",165
"VF01","2019-12-18T17:00",705
"VF02","2019-12-18T17:00",337
"VF63","2019-12-18T17:00",148
"VF66","2019-12-18T17:00",271
"VL13","2019-12-18T17:00",361
"VL13A","2019-12-18T17:00",261
"VML54","2019-12-18T17:00",176
"VML55A","2019-12-18T17:00",135
"VS18","2019-12-18T17:00",392
"511","2019-12-18T17:30",183
"AC03","2019-12-18T17:30",212
"AF04","2019-12-18T17:30",169
"AF04A","2019-12-18T17:30",162
"CV14","2019-12-18T17:30",298
"CV47","2019-12-18T17:30",209
"CV48","2019-12-18T17:30",155
"CV67","2019-12-18T17:30",148
"DC15","2019-12-18T17:30",360
"DC15A","2019-12-18T17:30",321
"FL82","2019-12-18T17:30",231
"GM24","2019-12-18T17:30",194
"KC06","2019-12-18T17:30",687
"KC33","2019-12-18T17:30",135
"KC35","2019-12-18T17:30",159
"KC35A","2019-12-18T17:30",124
"KF52","2019-12-18T17:30",205
"KL08","2019-12-18T17:30",863
"KM61","2019-12-18T17:30",220
"KPZ83","2019-12-18T17:30",192
"LC07","2019-12-18T17:30",454
"LC07A","2019-12-18T17:30",266
"LF09","2019-12-18T17:30",641
"LF10","2019-12-18T17:30",710
"MC12","2019-12-18T17:30",275
"MF40","2019-12-18T17:30",266
"ML22","2019-12-18T17:30",243
"MZ78","2019-12-18T17:30",115
"TB72","2019-12-18T17:30",254
"TC16","2019-12-18T17:30",252
"TC16A","2019-12-18T17:30",135
"TC93","2019-12-18T17:30",141
"TCD49","2019-12-18T17:30",173
"TCD49A","2019-12-18T17:30",183
"TCP45","2019-12-18T17:30",164
"TK36","2019-12-18T17:30",126
"TL94","2019-12-18T17:30",94
"UC11","2019-12-18T17:30",414
"UC32","2019-12-18T17:30",258
"VC53","2019-12-18T17:30",92
"VC57","2019-12-18T17:30",196
"VC59","2019-12-18T17:30",124
"VF01","2019-12-18T17:30",829
"VF02","2019-12-18T17:30",303
"VF63","2019-12-18T17:30",156
"VF66","2019-12-18T17:30",230
"VL13","2019-12-18T17:30",297
"VL13A","2019-12-18T17:30",368
"VML54","2019-12-18T17:30",146
"VML55A","2019-12-18T17:30",154
"VS18","2019-12-18T17:30",464
"511","2019-12-18T18:00",215
"AC03","2019-12-18T18:00",237
"AF04","2019-12-18T18:00",128
"AF04A","2019-12-18T18:00",179
"CV14","2019-12-18T18:00",299
"CV47","2019-12-18T18:00",141
"CV48","2019-12-18T18:00",150
"CV67","2019-12-18T18:00",130
"DC15","2019-12-18T18:00",332
"DC15A","2019-12-18T18:00",257
"FL82","2019-12-18T18:00",280
"GM24","2019-12-18T18:00",156
"KC06","2019-12-18T18:00",662
"KC33","2019-12-18T18:00",131
"KC35","2019-12-18T18:00",109
"KC35A","2019-12-18T18:00",141
"KF52","2019-12-18T18:00",165
"KL08","2019-12-18T18:00",882
"KM61","2019-12-18T18:00",221
"KPZ83","2019-12-18T18:00",169
"LC07","2019-12-18T18:00",394
"LC07A","2019-12-18T18:00",251
"LF09","2019-12-18T18:00",685
"LF10","2019-12-18T18:00",768
"MC12","2019-12-18T18:00",218
"MF40","2019-12-18T18:00",276
"ML22","2019-12-18T18:00",201
"MZ78","2019-12-18T18:00",130
"TB72","2019-12-18T18:00",235
"TC16","2019-12-18T18:00",243
"TC16A","2019-12-18T18:00",128
"TC93","2019-12-18T18:00",109
"TCD49","2019-12-18T18:00",165
"TCD49A","2019-12-18T18:00",198
"TCP45","2019-12-18T18:00",201
"TK36","2019-12-18T18:00",177
"TL94","2019-12-18T18:00",112
"UC11","2019-12-18T18:00",335
"UC32","2019-12-18T18:00",231
"VC53","2019-12-18T18:00",116
"VC57","2019-12-18T18:00",198
"VC59","2019-12-18T18:00",128
"VF01","2019-12-18T18:00",744
"VF02","2019-12-18T18:00",370
"VF63","2019-12-18T18:00",105
"VF66","2019-12-18T18:00",262
"VL13","2019-12-18T18:00",325
"VL13A","2019-12-18T18:00",389
"VML54","2019-12-18T18:00",114
"VML55A","2019-12-18T18:00",141
"VS18","2019-12-18T18:00",404
"511","2019-12-18T18:30",143
"AC03","2019-12-18T18:30",155
"AF04","2019-12-18T18:30",125
"AF04A","2019-12-18T18:30",122
"CV14","2019-12-18T18:30",274
"CV47","2019-12-18T18:30",125
"CV48","2019-12-18T18:30",105
"CV67","2019-12-18T18:30",92
"DC15","2019-12-18T18:30",216
"DC15A","2019-12-18T18:30",207
"FL82","2019-12-18T18:30",140
"GM24","2019-12-18T18:30",123
"KC06","2019-12-18T18:30",538
"KC33","2019-12-18T18:30",95
"KC35","2019-12-18T18:30",89
"KC35A","2019-12-18T18:30",105
"KF52","2019-12-18T18:30",105
"KL08","2019-12-18T18:30",665
"KM61","2019-12-18T18:30",188
"KPZ83","2019-12-18T18:30",179
"LC07","2019-12-18T18:30",348
"LC07A","2019-12-18T18:30",213
"LF09","2019-12-18T18:30",522
"LF10","2019-12-18T18:30",606
"MC12","2019-12-18T18:30",171
"MF40","2019-12-18T18:30",215
"ML22","2019-12-18T18:30",165
"MZ78","2019-12-18T18:30",109
"TB72","2019-12-18T18:30",162
"TC16","2019-12-18T18:30",182
"TC16A","2019-12-18T18:30",78
"TC93","2019-12-18T18:30",70
"TCD49","2019-12-18T18:30",77
"TCD49A","2019-12-18T18:30",156
"TCP45","2019-12-18T18:30",172
"TK36","2019-12-18T18:30",128
"TL94","2019-12-18T18:30",90
"UC11","2019-12-18T18:30",216
"UC32","2019-12-18T18:30",188
"VC53","2019-12-18T18:30",86
"VC57","2019-12-18T18:30",150
"VC59","2019-12-18T18:30",108
"VF01","2019-12-18T18:30",574
"VF02","2019-12-18T18:30",314
"VF63","2019-12-18T18:30",122
"VF66","2019-12-18T18:30",256
"VL13","2019-12-18T18:30",226
"VL13A","2019-12-18T18:30",335
"VML54","2019-12-18T18:30",89
"VML55A","2019-12-18T18:30",77
"VS18","2019-12-18T18:30",315
"511","2019-12-18T19:00",122
"AC03","2019-12-18T19:00",131
"AF04","2019-12-18T19:00",119
"AF04A","2019-12-18T19:00",74
"CV14","2019-12-18T19:00",226
"CV47","2019-12-18T19:00",69
"CV48","2019-12-18T19:00",127
"CV67","2019-12-18T19:00",76
"DC15","2019-12-18T19:00",193
"DC15A","2019-12-18T19:00",168
"FL82","2019-12-18T19:00",174
"GM24","2019-12-18T19:00",102
"KC06","2019-12-18T19:00",387
"KC33","2019-12-18T19:00",94
"KC35","2019-12-18T19:00",85
"KC35A","2019-12-18T19:00",54
"KF52","2019-12-18T19:00",83
"KL08","2019-12-18T19:00",621
"KM61","2019-12-18T19:00",134
"KPZ83","2019-12-18T19:00",109
"LC07","2019-12-18T19:00",337
"LC07A","2019-12-18T19:00",159
"LF09","2019-12-18T19:00",409
"LF10","2019-12-18T19:00",463
"MC12","2019-12-18T19:00",178
"MF40","2019-12-18T19:00",162
"ML22","2019-12-18T19:00",169
"MZ78","2019-12-18T19:00",70
"TB72","2019-12-18T19:00",176
"TC16","2019-12-18T19:00",131
"TC16A","2019-12-18T19:00",61
"TC93","2019-12-18T19:00",48
"TCD49","2019-12-18T19:00",94
"TCD49A","2019-12-18T19:00",135
"TCP45","2019-12-18T19:00",103
"TK36","2019-12-18T19:00",110
"TL94","2019-12-18T19:00",80
"UC11","2019-12-18T19:00",182
"UC32","2019-12-18T19:00",121
"VC53","2019-12-18T19:00",54
"VC57","2019-12-18T19:00",110
"VC59","2019-12-18T19:00",109
"VF01","2019-12-18T19:00",437
"VF02","2019-12-18T19:00",219
"VF63","2019-12-18T19:00",68
"VF66","2019-12-18T19:00",133
"VL13","2019-12-18T19:00",131
"VL13A","2019-12-18T19:00",265
"VML54","2019-12-18T19:00",78
"VML55A","2019-12-18T19:00",77
"VS18","2019-12-18T19:00",295
"511","2019-12-18T19:30",56
"AC03","2019-12-18T19:30",95
"AF04","2019-12-18T19:30",89
"AF04A","2019-12-18T19:30",91
"CV14","2019-12-18T19:30",202
"CV47","2019-12-18T19:30",48
"CV48","2019-12-18T19:30",42
"CV67","2019-12-18T19:30",47
"DC15","2019-12-18T19:30",110
"DC15A","2019-12-18T19:30",112
"FL82","2019-12-18T19:30",105
"GM24","2019-12-18T19:30",64
"KC06","2019-12-18T19:30",482
"KC33","2019-12-18T19:30",58
"KC35","2019-12-18T19:30",48
"KC35A","2019-12-18T19:30",57
"KF52","2019-12-18T19:30",93
"KL08","2019-12-18T19:30",494
"KM61","2019-12-18T19:30",108
"KPZ83","2019-12-18T19:30",102
"LC07","2019-12-18T19:30",230
"LC07A","2019-12-18T19:30",150
"LF09","2019-12-18T19:30",333
"LF10","2019-12-18T19:30",413
"MC12","2019-12-18T19:30",79
"MF40","2019-12-18T19:30",128
"ML22","2019-12-18T19:30",85
"MZ78","2019-12-18T19:30",72
"TB72","2019-12-18T19:30",143
"TC16","2019-12-18T19:30",88
"TC16A","2019-12-18T19:30",87
"TC93","2019-12-18T19:30",42
"TCD49","2019-12-18T19:30",76
"TCD49A","2019-12-18T19:30",111
"TCP45","2019-12-18T19:30",67
"TK36","2019-12-18T19:30",103
"TL94","2019-12-18T19:30",69
"UC11","2019-12-18T19:30",159
"UC32","2019-12-18T19:30",112
"VC53","2019-12-18T19:30",39
"VC57","2019-12-18T19:30",65
"VC59","2019-12-18T19:30",43
"VF01","2019-12-18T19:30",356
"VF02","2019-12-18T19:30",154
"VF63","2019-12-18T19:30",50
"VF66","2019-12-18T19:30",131
"VL13","2019-12-18T19:30",124
"VL13A","2019-12-18T19:30",161
"VML54","2019-12-18T19:30",67
"VML55A","2019-12-18T19:30",65
"VS18","2019-12-18T19:30",197
"511","2019-12-18T20:00",69
"AC03","2019-12-18T20:00",74
"AF04","2019-12-18T20:00",90
"AF04A","2019-12-18T20:00",66
"CV14","2019-12-18T20:00",169
"CV47","2019-12-18T20:00",49
"CV48","2019-12-18T20:00",71
"CV67","2019-12-18T20:00",32
"DC15","2019-12-18T20:00",75
"DC15A","2019-12-18T20:00",97
"FL82","2019-12-18T20:00",91
"GM24","2019-12-18T20:00",69
"KC06","2019-12-18T20:00",338
"KC33","2019-12-18T20:00",55
"KC35","2019-12-18T20:00",44
"KC35A","2019-12-18T20:00",86
"KF52","2019-12-18T20:00",70
"KL08","2019-12-18T20:00",481
"KM61","2019-12-18T20:00",124
"KPZ83","2019-12-18T20:00",67
"LC07","2019-12-18T20:00",217
"LC07A","2019-12-18T20:00",91
"LF09","2019-12-18T20:00",317
"LF10","2019-12-18T20:00",343
"MC12","2019-12-18T20:00",123
"MF40","2019-12-18T20:00",119
"ML22","2019-12-18T20:00",79
"MZ78","2019-12-18T20:00",52
"TB72","2019-12-18T20:00",112
"TC16","2019-12-18T20:00",99
"TC16A","2019-12-18T20:00",77
"TC93","2019-12-18T20:00",24
"TCD49","2019-12-18T20:00",65
"TCD49A","2019-12-18T20:00",130
"TCP45","2019-12-18T20:00",85
"TK36","2019-12-18T20:00",94
"TL94","2019-12-18T20:00",83
"UC11","2019-12-18T20:00",161
"UC32","2019-12-18T20:00",91
"VC53","2019-12-18T20:00",28
"VC57","2019-12-18T20:00",72
"VC59","2019-12-18T20:00",58
"VF01","2019-12-18T20:00",256
"VF02","2019-12-18T20:00",155
"VF63","2019-12-18T20:00",61
"VF66","2019-12-18T20:00",150
"VL13","2019-12-18T20:00",104
"VL13A","2019-12-18T20:00",149
"VML54","2019-12-18T20:00",41
"VML55A","2019-12-18T20:00",67
"VS18","2019-12-18T20:00",181
"511","2019-12-18T20:30",39
"AC03","2019-12-18T20:30",68
"AF04","2019-12-18T20:30",32
"AF04A","2019-12-18T20:30",51
"CV14","2019-12-18T20:30",105
"CV47","2019-12-18T20:30",26
"CV48","2019-12-18T20:30",68
"CV67","2019-12-18T20:30",40
"DC15","2019-12-18T20:30",96
"DC15A","2019-12-18T20:30",87
"FL82","2019-12-18T20:30",86
"GM24","2019-12-18T20:30",40
"KC06","2019-12-18T20:30",256
"KC33","2019-12-18T20:30",48
"KC35","2019-12-18T20:30",36
"KC35A","2019-12-18T20:30",30
"KF52","2019-12-18T20:30",62
"KL08","2019-12-18T20:30",328
"KM61","2019-12-18T20:30",57
"KPZ83","2019-12-18T20:30",62
"LC07","2019-12-18T20:30",157
"LC07A","2019-12-18T20:30",78
"LF09","2019-12-18T20:30",202
"LF10","2019-12-18T20:30",257
"MC12","2019-12-18T20:30",52
"MF40","2019-12-18T20:30",118
"ML22","2019-12-18T20:30",87
"MZ78","2019-12-18T20:30",49
"TB72","2019-12-18T20:30",72
"TC16","2019-12-18T20:30",77
"TC16A","2019-12-18T20:30",51
"TC93","2019-12-18T20:30",26
"TCD49","2019-12-18T20:30",68
